date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2023-08-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Maize (white),67,KG,aggregate,Retail,SOS,35000,61.84
2023-08-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Pasta,112,KG,aggregate,Retail,SOS,26048.39,46.02
2023-08-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Potatoes,83,KG,aggregate,Retail,SOS,25500,45.05
2023-08-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Rice (imported),64,KG,aggregate,Retail,SOS,24532.26,43.34
2023-08-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Sorghum (red),282,KG,aggregate,Retail,SOS,25000,44.17
2023-08-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Wheat flour (imported),339,KG,aggregate,Retail,SOS,26000,45.94
2023-08-15,Bakool,Xudur,Xudur,2103,4.12,43.89,"meat, fish and eggs",Livestock (Goat),383,Head,aggregate,Retail,SOS,1712096.78,3024.91
2023-08-15,Bakool,Xudur,Xudur,2103,4.12,43.89,"meat, fish and eggs",Meat (goat),451,KG,aggregate,Retail,SOS,63870.97,112.85
2023-08-15,Bakool,Xudur,Xudur,2103,4.12,43.89,milk and dairy,Milk (camel),342,L,aggregate,Retail,SOS,100000,176.68
2023-08-15,Bakool,Xudur,Xudur,2103,4.12,43.89,miscellaneous food,Salt,185,KG,aggregate,Retail,SOS,20000,35.34
2023-08-15,Bakool,Xudur,Xudur,2103,4.12,43.89,miscellaneous food,Sugar (white),349,KG,aggregate,Retail,SOS,28548.39,50.44
2023-08-15,Bakool,Xudur,Xudur,2103,4.12,43.89,non-food,Fuel (diesel),284,L,aggregate,Retail,SOS,50000,88.34
2023-08-15,Bakool,Xudur,Xudur,2103,4.12,43.89,oil and fats,"Oil (vegetable, imported)",101,L,aggregate,Retail,SOS,30000,53
2023-08-15,Bakool,Xudur,Xudur,2103,4.12,43.89,vegetables and fruits,Onions,173,KG,aggregate,Retail,SOS,30000,53
2023-08-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,cereals and tubers,Maize (white),67,KG,aggregate,Retail,SOS,26000,45.94
2023-08-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,cereals and tubers,Pasta,112,KG,aggregate,Retail,SOS,26000,45.94
2023-08-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,cereals and tubers,Potatoes,83,KG,aggregate,Retail,SOS,28600,50.53
2023-08-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,cereals and tubers,Rice (imported),64,KG,aggregate,Retail,SOS,26000,45.94
2023-08-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,cereals and tubers,Sorghum (red),282,KG,aggregate,Retail,SOS,20800,36.75
2023-08-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,"meat, fish and eggs",Livestock (Goat),383,Head,aggregate,Retail,SOS,4550000,8038.87
2023-08-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,"meat, fish and eggs",Meat (goat),451,KG,aggregate,Retail,SOS,156000,275.62
2023-08-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,milk and dairy,Milk (camel),342,L,aggregate,Retail,SOS,46800,82.69
2023-08-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,miscellaneous food,Salt,185,KG,aggregate,Retail,SOS,7800,13.78
2023-08-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,non-food,Fuel (diesel),284,L,aggregate,Retail,SOS,20800,36.75
2023-08-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,oil and fats,"Oil (vegetable, imported)",101,L,aggregate,Retail,SOS,41080,72.58
2023-08-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,cereals and tubers,Maize (white),67,KG,aggregate,Retail,SOS,47012.9,83.06
2023-08-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,cereals and tubers,Pasta,112,KG,aggregate,Retail,SOS,42000,74.2
2023-08-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,cereals and tubers,Sorghum (red),282,KG,aggregate,Retail,SOS,47012.9,83.06
2023-08-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,cereals and tubers,Sorghum (white),135,KG,aggregate,Retail,SOS,40916.13,72.29
2023-08-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,cereals and tubers,Wheat flour (imported),339,KG,aggregate,Retail,SOS,31770.97,56.13
2023-08-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,"meat, fish and eggs",Livestock (Goat),383,Head,aggregate,Retail,SOS,2776064.5,4904.71
2023-08-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,"meat, fish and eggs",Meat (goat),451,KG,aggregate,Retail,SOS,294000,519.43
2023-08-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,milk and dairy,Milk (camel),342,L,aggregate,Retail,SOS,61238.71,108.2
2023-08-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,miscellaneous food,Sugar (white),349,KG,aggregate,Retail,SOS,40103.23,70.85
2023-08-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,non-food,Fuel (diesel),284,L,aggregate,Retail,SOS,31974.19,56.49
2023-08-15,Bari,Qardho,Qardho,1420,9.5,49.09,cereals and tubers,Maize (white),67,KG,aggregate,Retail,SOS,47012.9,83.06
2023-08-15,Bari,Qardho,Qardho,1420,9.5,49.09,cereals and tubers,Pasta,112,KG,aggregate,Retail,SOS,42000,74.2
2023-08-15,Bari,Qardho,Qardho,1420,9.5,49.09,cereals and tubers,Rice (imported),64,KG,aggregate,Retail,SOS,33600,59.36
2023-08-15,Bari,Qardho,Qardho,1420,9.5,49.09,cereals and tubers,Sorghum (red),282,KG,aggregate,Retail,SOS,42000,74.2
2023-08-15,Bari,Qardho,Qardho,1420,9.5,49.09,cereals and tubers,Sorghum (white),135,KG,aggregate,Retail,SOS,47012.9,83.06
2023-08-15,Bari,Qardho,Qardho,1420,9.5,49.09,cereals and tubers,Wheat flour (imported),339,KG,aggregate,Retail,SOS,36309.68,64.15
2023-08-15,Bari,Qardho,Qardho,1420,9.5,49.09,"meat, fish and eggs",Livestock (Goat),383,Head,aggregate,Retail,SOS,2682580.63,4739.54
2023-08-15,Bari,Qardho,Qardho,1420,9.5,49.09,"meat, fish and eggs",Meat (goat),451,KG,aggregate,Retail,SOS,294000,519.43
2023-08-15,Bari,Qardho,Qardho,1420,9.5,49.09,miscellaneous food,Salt,185,KG,aggregate,Retail,SOS,16800,29.68
2023-08-15,Bari,Qardho,Qardho,1420,9.5,49.09,miscellaneous food,Sugar (white),349,KG,aggregate,Retail,SOS,50400,89.05
2023-08-15,Bari,Qardho,Qardho,1420,9.5,49.09,non-food,Fuel (diesel),284,L,aggregate,Retail,SOS,32245.16,56.97
2023-08-15,Bari,Qardho,Qardho,1420,9.5,49.09,oil and fats,"Oil (vegetable, imported)",101,L,aggregate,Retail,SOS,56090.32,99.1
2023-08-15,Bari,Qardho,Qardho,1420,9.5,49.09,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,SOS,69503.22,122.8
2023-08-15,Bari,Qardho,Qardho,1420,9.5,49.09,vegetables and fruits,Onions,173,KG,aggregate,Retail,SOS,37800,66.78
2023-08-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,cereals and tubers,Maize (white),67,KG,aggregate,Retail,SOS,10808.71,19.1
2023-08-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,cereals and tubers,Pasta,112,KG,aggregate,Retail,SOS,27000,47.7
2023-08-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,cereals and tubers,Rice (imported),64,KG,aggregate,Retail,SOS,18142.26,32.05
2023-08-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,cereals and tubers,Sorghum (white),135,KG,aggregate,Retail,SOS,8160.97,14.42
2023-08-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,cereals and tubers,Wheat flour (imported),339,KG,aggregate,Retail,SOS,19492.26,34.44
2023-08-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,"meat, fish and eggs",Livestock (Goat),383,Head,aggregate,Retail,SOS,1781129.01,3146.87
2023-08-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,milk and dairy,Milk (camel),342,L,aggregate,Retail,SOS,54627.1,96.51
2023-08-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,miscellaneous food,Salt,185,KG,aggregate,Retail,SOS,10800,19.08
2023-08-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,miscellaneous food,Sugar (white),349,KG,aggregate,Retail,SOS,23803.55,42.06
2023-08-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,non-food,Fuel (diesel),284,L,aggregate,Retail,SOS,30240,53.43
2023-08-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,oil and fats,"Oil (vegetable, imported)",101,L,aggregate,Retail,SOS,49540.65,87.53
2023-08-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,SOS,21033.87,37.16
2023-08-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,vegetables and fruits,Onions,173,KG,aggregate,Retail,SOS,19631.61,34.68
2023-08-15,Bay,Diinsoor,Dinsoor,2575,2.41,42.98,cereals and tubers,Maize (white),67,KG,aggregate,Retail,SOS,14677.42,25.93
2023-08-15,Bay,Diinsoor,Dinsoor,2575,2.41,42.98,cereals and tubers,Pasta,112,KG,aggregate,Retail,SOS,39000,68.9
2023-08-15,Bay,Diinsoor,Dinsoor,2575,2.41,42.98,cereals and tubers,Rice (imported),64,KG,aggregate,Retail,SOS,26000,45.94
2023-08-15,Bay,Diinsoor,Dinsoor,2575,2.41,42.98,cereals and tubers,Sorghum (red),282,KG,aggregate,Retail,SOS,14677.42,25.93
2023-08-15,Bay,Diinsoor,Dinsoor,2575,2.41,42.98,cereals and tubers,Wheat flour (imported),339,KG,aggregate,Retail,SOS,52000,91.87
2023-08-15,Bay,Diinsoor,Dinsoor,2575,2.41,42.98,"meat, fish and eggs",Livestock (Goat),383,Head,aggregate,Retail,SOS,1560000,2756.18
2023-08-15,Bay,Diinsoor,Dinsoor,2575,2.41,42.98,"meat, fish and eggs",Meat (goat),451,KG,aggregate,Retail,SOS,156000,275.62
2023-08-15,Bay,Diinsoor,Dinsoor,2575,2.41,42.98,milk and dairy,Milk (camel),342,L,aggregate,Retail,SOS,106516.13,188.19
2023-08-15,Bay,Diinsoor,Dinsoor,2575,2.41,42.98,miscellaneous food,Salt,185,KG,aggregate,Retail,SOS,26000,45.94
2023-08-15,Bay,Diinsoor,Dinsoor,2575,2.41,42.98,miscellaneous food,Sugar (white),349,KG,aggregate,Retail,SOS,31200,55.12
2023-08-15,Bay,Diinsoor,Dinsoor,2575,2.41,42.98,non-food,Fuel (diesel),284,L,aggregate,Retail,SOS,52000,91.87
2023-08-15,Bay,Diinsoor,Dinsoor,2575,2.41,42.98,oil and fats,"Oil (vegetable, imported)",101,L,aggregate,Retail,SOS,52000,91.87
2023-08-15,Bay,Diinsoor,Dinsoor,2575,2.41,42.98,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,SOS,83200,147
2023-08-15,Bay,Diinsoor,Dinsoor,2575,2.41,42.98,vegetables and fruits,Onions,173,KG,aggregate,Retail,SOS,39000,68.9
2023-08-15,Bay,Qansax Dheere,Qansax Dheere,6621,2.87,43,cereals and tubers,Maize (white),67,KG,aggregate,Retail,SOS,26000,45.94
2023-08-15,Bay,Qansax Dheere,Qansax Dheere,6621,2.87,43,cereals and tubers,Potatoes,83,KG,aggregate,Retail,SOS,61100,107.95
2023-08-15,Bay,Qansax Dheere,Qansax Dheere,6621,2.87,43,cereals and tubers,Rice (imported),64,KG,aggregate,Retail,SOS,25127.74,44.4
2023-08-15,Bay,Qansax Dheere,Qansax Dheere,6621,2.87,43,cereals and tubers,Sorghum (red),282,KG,aggregate,Retail,SOS,17981.94,31.77
2023-08-15,Bay,Qansax Dheere,Qansax Dheere,6621,2.87,43,cereals and tubers,Sorghum (white),135,KG,aggregate,Retail,SOS,20565.16,36.33
2023-08-15,Bay,Qansax Dheere,Qansax Dheere,6621,2.87,43,"meat, fish and eggs",Livestock (Goat),383,Head,aggregate,Retail,SOS,2210000,3904.59
2023-08-15,Bay,Qansax Dheere,Qansax Dheere,6621,2.87,43,"meat, fish and eggs",Meat (goat),451,KG,aggregate,Retail,SOS,130000,229.68
2023-08-15,Bay,Qansax Dheere,Qansax Dheere,6621,2.87,43,milk and dairy,Milk (camel),342,L,aggregate,Retail,SOS,78000,137.81
2023-08-15,Bay,Qansax Dheere,Qansax Dheere,6621,2.87,43,miscellaneous food,Salt,185,KG,aggregate,Retail,SOS,20800,36.75
2023-08-15,Bay,Qansax Dheere,Qansax Dheere,6621,2.87,43,miscellaneous food,Sugar (white),349,KG,aggregate,Retail,SOS,31200,55.12
2023-08-15,Bay,Qansax Dheere,Qansax Dheere,6621,2.87,43,oil and fats,"Oil (vegetable, imported)",101,L,aggregate,Retail,SOS,78000,137.81
2023-08-15,Bay,Qansax Dheere,Qansax Dheere,6621,2.87,43,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,SOS,41935.48,74.09
2023-08-15,Galgaduud,Cabudwaaq,Cabudwaaq,6604,6.24,46.31,cereals and tubers,Pasta,112,KG,aggregate,Retail,SOS,27500,48.59
2023-08-15,Galgaduud,Cabudwaaq,Cabudwaaq,6604,6.24,46.31,cereals and tubers,Potatoes,83,KG,aggregate,Retail,SOS,16370.97,28.92
2023-08-15,Galgaduud,Cabudwaaq,Cabudwaaq,6604,6.24,46.31,cereals and tubers,Rice (imported),64,KG,aggregate,Retail,SOS,15338.71,27.1
2023-08-15,Galgaduud,Cabudwaaq,Cabudwaaq,6604,6.24,46.31,cereals and tubers,Sorghum (red),282,KG,aggregate,Retail,SOS,10000,17.67
2023-08-15,Galgaduud,Cabudwaaq,Cabudwaaq,6604,6.24,46.31,cereals and tubers,Sorghum (white),135,KG,aggregate,Retail,SOS,25000,44.17
2023-08-15,Galgaduud,Cabudwaaq,Cabudwaaq,6604,6.24,46.31,cereals and tubers,Wheat flour (imported),339,KG,aggregate,Retail,SOS,15000,26.5
2023-08-15,Galgaduud,Cabudwaaq,Cabudwaaq,6604,6.24,46.31,"meat, fish and eggs",Livestock (Goat),383,Head,aggregate,Retail,SOS,1133064.51,2001.88
2023-08-15,Galgaduud,Cabudwaaq,Cabudwaaq,6604,6.24,46.31,"meat, fish and eggs",Meat (goat),451,KG,aggregate,Retail,SOS,142741.93,252.19
2023-08-15,Galgaduud,Cabudwaaq,Cabudwaaq,6604,6.24,46.31,milk and dairy,Milk (camel),342,L,aggregate,Retail,SOS,40709.68,71.93
2023-08-15,Galgaduud,Cabudwaaq,Cabudwaaq,6604,6.24,46.31,miscellaneous food,Salt,185,KG,aggregate,Retail,SOS,7500,13.25
2023-08-15,Galgaduud,Cabudwaaq,Cabudwaaq,6604,6.24,46.31,non-food,Fuel (diesel),284,L,aggregate,Retail,SOS,25000,44.17
2023-08-15,Galgaduud,Cabudwaaq,Cabudwaaq,6604,6.24,46.31,oil and fats,"Oil (vegetable, imported)",101,L,aggregate,Retail,SOS,37104.84,65.56
2023-08-15,Galgaduud,Cabudwaaq,Cabudwaaq,6604,6.24,46.31,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,SOS,25000,44.17
2023-08-15,Galgaduud,Cadaado,Cadaado,6605,6.15,46.63,cereals and tubers,Pasta,112,KG,aggregate,Retail,SOS,27500,48.59
2023-08-15,Galgaduud,Cadaado,Cadaado,6605,6.15,46.63,cereals and tubers,Potatoes,83,KG,aggregate,Retail,SOS,21048.39,37.19
2023-08-15,Galgaduud,Cadaado,Cadaado,6605,6.15,46.63,cereals and tubers,Rice (imported),64,KG,aggregate,Retail,SOS,24475.81,43.24
2023-08-15,Galgaduud,Cadaado,Cadaado,6605,6.15,46.63,cereals and tubers,Sorghum (red),282,KG,aggregate,Retail,SOS,10758.06,19.01
2023-08-15,Galgaduud,Cadaado,Cadaado,6605,6.15,46.63,cereals and tubers,Sorghum (white),135,KG,aggregate,Retail,SOS,12661.29,22.37
2023-08-15,Galgaduud,Cadaado,Cadaado,6605,6.15,46.63,cereals and tubers,Wheat flour (imported),339,KG,aggregate,Retail,SOS,23266.13,41.11
2023-08-15,Galgaduud,Cadaado,Cadaado,6605,6.15,46.63,"meat, fish and eggs",Livestock (Goat),383,Head,aggregate,Retail,SOS,907258.04,1602.93
2023-08-15,Galgaduud,Cadaado,Cadaado,6605,6.15,46.63,"meat, fish and eggs",Meat (goat),451,KG,aggregate,Retail,SOS,200000,353.36
2023-08-15,Galgaduud,Cadaado,Cadaado,6605,6.15,46.63,milk and dairy,Milk (camel),342,L,aggregate,Retail,SOS,42500,75.09
2023-08-15,Galgaduud,Cadaado,Cadaado,6605,6.15,46.63,miscellaneous food,Salt,185,KG,aggregate,Retail,SOS,7500,13.25
2023-08-15,Galgaduud,Cadaado,Cadaado,6605,6.15,46.63,miscellaneous food,Sugar (white),349,KG,aggregate,Retail,SOS,27903.23,49.3
2023-08-15,Galgaduud,Cadaado,Cadaado,6605,6.15,46.63,non-food,Fuel (diesel),284,L,aggregate,Retail,SOS,27500,48.59
2023-08-15,Galgaduud,Cadaado,Cadaado,6605,6.15,46.63,oil and fats,"Oil (vegetable, imported)",101,L,aggregate,Retail,SOS,53145.16,93.9
2023-08-15,Galgaduud,Cadaado,Cadaado,6605,6.15,46.63,vegetables and fruits,Onions,173,KG,aggregate,Retail,SOS,22903.23,40.47
2023-08-15,Gedo,Belet Xaawo,Belet Xaawo,6614,3.78,41.89,cereals and tubers,Maize (white),67,KG,aggregate,Retail,SOS,15444.52,27.29
2023-08-15,Gedo,Belet Xaawo,Belet Xaawo,6614,3.78,41.89,cereals and tubers,Pasta,112,KG,aggregate,Retail,SOS,29341.94,51.84
2023-08-15,Gedo,Belet Xaawo,Belet Xaawo,6614,3.78,41.89,cereals and tubers,Potatoes,83,KG,aggregate,Retail,SOS,28167.74,49.77
2023-08-15,Gedo,Belet Xaawo,Belet Xaawo,6614,3.78,41.89,cereals and tubers,Rice (imported),64,KG,aggregate,Retail,SOS,22381.29,39.54
2023-08-15,Gedo,Belet Xaawo,Belet Xaawo,6614,3.78,41.89,cereals and tubers,Sorghum (red),282,KG,aggregate,Retail,SOS,19674.19,34.76
2023-08-15,Gedo,Belet Xaawo,Belet Xaawo,6614,3.78,41.89,cereals and tubers,Sorghum (white),135,KG,aggregate,Retail,SOS,11770.97,20.8
2023-08-15,Gedo,Belet Xaawo,Belet Xaawo,6614,3.78,41.89,"meat, fish and eggs",Livestock (Goat),383,Head,aggregate,Retail,SOS,1042580.64,1842.02
2023-08-15,Gedo,Belet Xaawo,Belet Xaawo,6614,3.78,41.89,"meat, fish and eggs",Meat (goat),451,KG,aggregate,Retail,SOS,166812.9,294.72
2023-08-15,Gedo,Belet Xaawo,Belet Xaawo,6614,3.78,41.89,miscellaneous food,Salt,185,KG,aggregate,Retail,SOS,5212.9,9.21
2023-08-15,Gedo,Belet Xaawo,Belet Xaawo,6614,3.78,41.89,miscellaneous food,Sugar (white),349,KG,aggregate,Retail,SOS,28754.84,50.8
2023-08-15,Gedo,Belet Xaawo,Belet Xaawo,6614,3.78,41.89,non-food,Fuel (diesel),284,L,aggregate,Retail,SOS,26064.52,46.05
2023-08-15,Gedo,Belet Xaawo,Belet Xaawo,6614,3.78,41.89,oil and fats,"Oil (vegetable, imported)",101,L,aggregate,Retail,SOS,52038.71,91.94
2023-08-15,Gedo,Belet Xaawo,Belet Xaawo,6614,3.78,41.89,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,SOS,50787.1,89.73
2023-08-15,Gedo,Ceel Waaq,Ceel Waaq,6616,2.79,41,cereals and tubers,Maize (white),67,KG,aggregate,Retail,SOS,24483.87,43.26
2023-08-15,Gedo,Ceel Waaq,Ceel Waaq,6616,2.79,41,cereals and tubers,Pasta,112,KG,aggregate,Retail,SOS,41400,73.14
2023-08-15,Gedo,Ceel Waaq,Ceel Waaq,6616,2.79,41,cereals and tubers,Potatoes,83,KG,aggregate,Retail,SOS,23736,41.94
2023-08-15,Gedo,Ceel Waaq,Ceel Waaq,6616,2.79,41,cereals and tubers,Rice (imported),64,KG,aggregate,Retail,SOS,41400,73.14
2023-08-15,Gedo,Ceel Waaq,Ceel Waaq,6616,2.79,41,cereals and tubers,Sorghum (red),282,KG,aggregate,Retail,SOS,24840,43.89
2023-08-15,Gedo,Ceel Waaq,Ceel Waaq,6616,2.79,41,cereals and tubers,Sorghum (white),135,KG,aggregate,Retail,SOS,23460,41.45
2023-08-15,Gedo,Ceel Waaq,Ceel Waaq,6616,2.79,41,"meat, fish and eggs",Livestock (Goat),383,Head,aggregate,Retail,SOS,1231316.14,2175.47
2023-08-15,Gedo,Ceel Waaq,Ceel Waaq,6616,2.79,41,"meat, fish and eggs",Meat (goat),451,KG,aggregate,Retail,SOS,98647.75,174.29
2023-08-15,Gedo,Ceel Waaq,Ceel Waaq,6616,2.79,41,miscellaneous food,Salt,185,KG,aggregate,Retail,SOS,24840,43.89
2023-08-15,Gedo,Ceel Waaq,Ceel Waaq,6616,2.79,41,miscellaneous food,Sugar (white),349,KG,aggregate,Retail,SOS,27332.9,48.29
2023-08-15,Gedo,Ceel Waaq,Ceel Waaq,6616,2.79,41,oil and fats,"Oil (vegetable, imported)",101,L,aggregate,Retail,SOS,67183.74,118.7
2023-08-15,Gedo,Ceel Waaq,Ceel Waaq,6616,2.79,41,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,SOS,26576.13,46.95
2023-08-15,Gedo,Ceel Waaq,Ceel Waaq,6616,2.79,41,vegetables and fruits,Onions,173,KG,aggregate,Retail,SOS,27600,48.76
2023-08-15,Gedo,Doolow,Doolow,2102,4.16,42.08,cereals and tubers,Pasta,112,KG,aggregate,Retail,SOS,33000,58.3
2023-08-15,Gedo,Doolow,Doolow,2102,4.16,42.08,cereals and tubers,Potatoes,83,KG,aggregate,Retail,SOS,22548.39,39.84
2023-08-15,Gedo,Doolow,Doolow,2102,4.16,42.08,cereals and tubers,Rice (imported),64,KG,aggregate,Retail,SOS,24677.42,43.6
2023-08-15,Gedo,Doolow,Doolow,2102,4.16,42.08,cereals and tubers,Sorghum (white),135,KG,aggregate,Retail,SOS,47225.81,83.44
2023-08-15,Gedo,Doolow,Doolow,2102,4.16,42.08,cereals and tubers,Wheat flour (imported),339,KG,aggregate,Retail,SOS,23709.68,41.89
2023-08-15,Gedo,Doolow,Doolow,2102,4.16,42.08,"meat, fish and eggs",Livestock (Goat),383,Head,aggregate,Retail,SOS,1350000,2385.16
2023-08-15,Gedo,Doolow,Doolow,2102,4.16,42.08,"meat, fish and eggs",Meat (goat),451,KG,aggregate,Retail,SOS,240000,424.03
2023-08-15,Gedo,Doolow,Doolow,2102,4.16,42.08,milk and dairy,Milk (camel),342,L,aggregate,Retail,SOS,69000,121.91
2023-08-15,Gedo,Doolow,Doolow,2102,4.16,42.08,miscellaneous food,Salt,185,KG,aggregate,Retail,SOS,12967.74,22.91
2023-08-15,Gedo,Doolow,Doolow,2102,4.16,42.08,miscellaneous food,Sugar (white),349,KG,aggregate,Retail,SOS,30000,53
2023-08-15,Gedo,Doolow,Doolow,2102,4.16,42.08,non-food,Fuel (diesel),284,L,aggregate,Retail,SOS,36000,63.6
2023-08-15,Gedo,Doolow,Doolow,2102,4.16,42.08,oil and fats,"Oil (vegetable, imported)",101,L,aggregate,Retail,SOS,65516.13,115.75
2023-08-15,Gedo,Doolow,Doolow,2102,4.16,42.08,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,SOS,41516.13,73.35
2023-08-15,Gedo,Luuq,Luuq,6618,3.8,42.54,cereals and tubers,Potatoes,83,KG,aggregate,Retail,SOS,20593.55,36.38
2023-08-15,Gedo,Luuq,Luuq,6618,3.8,42.54,cereals and tubers,Sorghum (red),282,KG,aggregate,Retail,SOS,17360,30.67
2023-08-15,Gedo,Luuq,Luuq,6618,3.8,42.54,cereals and tubers,Sorghum (white),135,KG,aggregate,Retail,SOS,22400,39.58
2023-08-15,Gedo,Luuq,Luuq,6618,3.8,42.54,"meat, fish and eggs",Livestock (Goat),383,Head,aggregate,Retail,SOS,1400000,2473.5
2023-08-15,Gedo,Luuq,Luuq,6618,3.8,42.54,"meat, fish and eggs",Meat (goat),451,KG,aggregate,Retail,SOS,252000,445.23
2023-08-15,Gedo,Luuq,Luuq,6618,3.8,42.54,miscellaneous food,Salt,185,KG,aggregate,Retail,SOS,9483.87,16.76
2023-08-15,Gedo,Luuq,Luuq,6618,3.8,42.54,non-food,Fuel (diesel),284,L,aggregate,Retail,SOS,28000,49.47
2023-08-15,Gedo,Luuq,Luuq,6618,3.8,42.54,oil and fats,"Oil (vegetable, imported)",101,L,aggregate,Retail,SOS,56000,98.94
2023-08-15,Gedo,Luuq,Luuq,6618,3.8,42.54,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,SOS,35858.06,63.35
2023-08-15,Gedo,Luuq,Luuq,6618,3.8,42.54,vegetables and fruits,Onions,173,KG,aggregate,Retail,SOS,17341.94,30.64
2023-08-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,cereals and tubers,Maize (white),67,KG,aggregate,Retail,SOS,18638.71,32.93
2023-08-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,cereals and tubers,Pasta,112,KG,aggregate,Retail,SOS,33619.36,59.4
2023-08-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,cereals and tubers,Potatoes,83,KG,aggregate,Retail,SOS,22122.58,39.09
2023-08-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,cereals and tubers,Rice (imported),64,KG,aggregate,Retail,SOS,34490.32,60.94
2023-08-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,cereals and tubers,Sorghum (red),282,KG,aggregate,Retail,SOS,21077.42,37.24
2023-08-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,cereals and tubers,Sorghum (white),135,KG,aggregate,Retail,SOS,22819.36,40.32
2023-08-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,cereals and tubers,Wheat flour (imported),339,KG,aggregate,Retail,SOS,34141.94,60.32
2023-08-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,"meat, fish and eggs",Livestock (Goat),383,Head,aggregate,Retail,SOS,1646129.04,2908.36
2023-08-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,"meat, fish and eggs",Meat (goat),451,KG,aggregate,Retail,SOS,130645.16,230.82
2023-08-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,milk and dairy,Milk (camel),342,L,aggregate,Retail,SOS,42241.94,74.63
2023-08-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,miscellaneous food,Salt,185,KG,aggregate,Retail,SOS,5400,9.54
2023-08-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,miscellaneous food,Sugar (white),349,KG,aggregate,Retail,SOS,35883.87,63.4
2023-08-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,non-food,Fuel (diesel),284,L,aggregate,Retail,SOS,28219.36,49.86
2023-08-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,oil and fats,"Oil (vegetable, imported)",101,L,aggregate,Retail,SOS,46683.87,82.48
2023-08-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,pulses and nuts,Cowpeas,218,KG,aggregate,Retail,SOS,48600,85.87
